Year,Company,Category,Currency,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income,Pre-tax Income,Taxes,Net Income,Total Assets,Current Assets,Total Liabilities,Current Liabilities,Share Holder Equity,Cash,Debt,Beginning Cash,Ending Cash,Cash Flow from Operating,Cash Flow from Investing,Cash Flow from Financial Activities,Earning Per Share,EBITDA
2017,Quarry Systems,PHARMA,USD,47258.0,25595.0,21663.0,14444.0,7219.0,6699.0,1675.0,5024.0,37343.0,15655.0,15035.0,4711.0,22308.0,5204.0,9678.0,2979.0,5204.0,6779.0,-2380.0,-2174.0,3.72,8967.0
2018,Quarry Systems,PHARMA,USD,54368.0,29901.0,24467.0,14713.0,9754.0,9050.0,2262.0,6788.0,40897.0,12036.0,14555.0,5396.0,26342.0,11262.0,7966.0,5204.0,11262.0,9731.0,-2838.0,-835.0,5.03,11747.0
2019,Quarry Systems,PHARMA,USD,58017.0,31965.0,26052.0,17374.0,8678.0,8458.0,2114.0,6344.0,48698.0,12350.0,15751.0,7377.0,32947.0,17023.0,9705.0,11262.0,17023.0,8395.0,-1755.0,-879.0,4.7,12184.0
2020,Quarry Systems,PHARMA,USD,57861.0,29742.0,28119.0,14505.0,13614.0,13157.0,3289.0,9868.0,55637.0,23362.0,16810.0,6674.0,38827.0,21777.0,10453.0,17023.0,21777.0,9232.0,-2732.0,-1746.0,7.31,16378.0
2021,Quarry Systems,PHARMA,USD,63438.0,33970.0,29468.0,18610.0,10858.0,10123.0,2531.0,7592.0,64563.0,28736.0,16121.0,6798.0,48442.0,20976.0,11004.0,21777.0,20976.0,7459.0,-5565.0,-2695.0,5.62,15478.0
2022,Quarry Systems,PHARMA,USD,62893.0,35432.0,27461.0,15967.0,11494.0,11149.0,2787.0,8362.0,70486.0,22268.0,15328.0,6731.0,55158.0,24551.0,10417.0,20976.0,24551.0,9574.0,-4683.0,-1316.0,6.19,14179.0
2023,Quarry Systems,PHARMA,USD,73577.0,42238.0,31339.0,19223.0,12116.0,11441.0,2860.0,8581.0,76083.0,32667.0,14487.0,7924.0,61596.0,28424.0,7929.0,24551.0,28424.0,8905.0,-2662.0,-2370.0,6.36,15022.0
2016,Vantage Technologies,RETAIL,USD,61300.0,45502.0,15798.0,12142.0,3656.0,3531.0,883.0,2648.0,78700.0,28675.0,49700.0,20593.0,29000.0,4398.0,24408.0,7300.0,4398.0,3721.0,-3462.0,-3161.0,1.62,7666.0
2017,Vantage Technologies,RETAIL,USD,67247.0,48181.0,19066.0,12466.0,6600.0,6190.0,1548.0,4642.0,78160.0,24591.0,46916.0,18623.0,31244.0,2152.0,22710.0,4398.0,2152.0,4375.0,-5895.0,-726.0,2.84,10897.0
2018,Vantage Technologies,RETAIL,USD,80174.0,61367.0,18807.0,12203.0,6604.0,6170.0,1542.0,4628.0,82928.0,29049.0,48105.0,17677.0,34823.0,-2792.0,29113.0,2152.0,-2792.0,5527.0,-7160.0,-3311.0,2.83,9892.0
2019,Vantage Technologies,RETAIL,USD,92583.0,67238.0,25345.0,14540.0,10805.0,10070.0,2518.0,7552.0,86220.0,26838.0,48174.0,20775.0,38046.0,-560.0,35925.0,-2792.0,-560.0,7694.0,-1879.0,-3583.0,4.62,14555.0
2020,Vantage Technologies,RETAIL,USD,87768.0,64471.0,23297.0,15217.0,8080.0,7445.0,1861.0,5584.0,90183.0,32597.0,45462.0,16528.0,44721.0,-1515.0,28277.0,-560.0,-1515.0,5062.0,-2533.0,-3484.0,3.42,11756.0
2021,Vantage Technologies,RETAIL,USD,104195.0,79278.0,24917.0,20451.0,4466.0,4138.0,1034.0,3104.0,97194.0,38780.0,49113.0,15412.0,48081.0,-3996.0,27561.0,-1515.0,-3996.0,2962.0,-2695.0,-2748.0,1.9,11402.0
2022,Vantage Technologies,RETAIL,USD,125599.0,94980.0,30619.0,23921.0,6698.0,6541.0,1635.0,4906.0,103431.0,30567.0,53280.0,19147.0,50151.0,-16869.0,28693.0,-3996.0,-16869.0,5814.0,-11293.0,-7394.0,3.0,16134.0
2023,Vantage Technologies,RETAIL,USD,119186.0,89422.0,29764.0,21605.0,8159.0,7522.0,1880.0,5642.0,113551.0,32921.0,59149.0,27844.0,54402.0,-20580.0,43329.0,-16869.0,-20580.0,7260.0,-4503.0,-6468.0,3.45,16495.0
2016,Thornhill Works,BANKING,USD,24500.0,11953.0,12547.0,8289.0,4258.0,4094.0,1024.0,3070.0,63400.0,24339.0,35200.0,18508.0,28200.0,5555.0,17781.0,4450.0,5555.0,3279.0,-1887.0,-287.0,1.49,5802.0
2017,Thornhill Works,BANKING,USD,26823.0,12152.0,14671.0,9093.0,5578.0,5195.0,1299.0,3896.0,69497.0,25507.0,38698.0,16411.0,30799.0,7790.0,17445.0,5555.0,7790.0,4237.0,-1724.0,-278.0,1.89,7148.0
2018,Thornhill Works,BANKING,USD,27500.0,14206.0,13294.0,7735.0,5559.0,5241.0,1310.0,3931.0,73535.0,31558.0,39791.0,20761.0,33744.0,8411.0,21729.0,7790.0,8411.0,3631.0,-1534.0,-1476.0,1.91,7221.0
2019,Thornhill Works,BANKING,USD,29319.0,13302.0,16017.0,8695.0,7322.0,6913.0,1728.0,5185.0,80477.0,25713.0,43730.0,16003.0,36747.0,11029.0,28764.0,8411.0,11029.0,6801.0,-2635.0,-1548.0,2.51,9336.0
2020,Thornhill Works,BANKING,USD,28537.0,14017.0,14520.0,8635.0,5885.0,5378.0,1344.0,4034.0,87797.0,37945.0,45957.0,15728.0,41840.0,11801.0,29705.0,11029.0,11801.0,3988.0,-1913.0,-1303.0,1.96,6812.0
2021,Thornhill Works,BANKING,USD,33921.0,16404.0,17517.0,10056.0,7461.0,7186.0,1796.0,5390.0,89176.0,28808.0,43360.0,17007.0,45816.0,14957.0,22618.0,11801.0,14957.0,6710.0,-2276.0,-1278.0,2.61,8751.0
2022,Thornhill Works,BANKING,USD,37368.0,18419.0,18949.0,10719.0,8230.0,7925.0,1981.0,5944.0,94858.0,26501.0,45705.0,17697.0,49153.0,17458.0,26930.0,14957.0,17458.0,5218.0,-2293.0,-424.0,2.88,10784.0
2023,Thornhill Works,BANKING,USD,35579.0,17262.0,18317.0,10140.0,8177.0,7877.0,1969.0,5908.0,98352.0,35557.0,43525.0,22821.0,54827.0,18612.0,23317.0,17458.0,18612.0,5558.0,-2349.0,-2055.0,2.86,10019.0
2016,Orion Works,ENERGY,USD,54100.0,40317.0,13783.0,5411.0,8372.0,8186.0,2046.0,6140.0,61300.0,18528.0,36600.0,14761.0,24700.0,3312.0,25474.0,1500.0,3312.0,6845.0,-2651.0,-2382.0,6.48,12040.0
2017,Orion Works,ENERGY,USD,57497.0,45235.0,12262.0,7359.0,4903.0,4536.0,1134.0,3402.0,70069.0,21478.0,40613.0,14505.0,29456.0,-517.0,20259.0,3312.0,-517.0,3873.0,-5139.0,-2563.0,3.59,7546.0
2018,Orion Works,ENERGY,USD,64870.0,53065.0,11805.0,6731.0,5074.0,4623.0,1156.0,3467.0,75366.0,28573.0,42695.0,19591.0,32671.0,-355.0,22817.0,-517.0,-355.0,4981.0,-3652.0,-1167.0,3.66,9930.0
2019,Orion Works,ENERGY,USD,61156.0,46174.0,14982.0,8251.0,6731.0,6531.0,1633.0,4898.0,83493.0,28670.0,47755.0,24522.0,35738.0,912.0,30421.0,-355.0,912.0,4993.0,-1640.0,-2086.0,5.17,8832.0
2020,Orion Works,ENERGY,USD,59369.0,48472.0,10897.0,6863.0,4034.0,3717.0,929.0,2788.0,91359.0,31194.0,50927.0,16547.0,40432.0,-1676.0,23986.0,912.0,-1676.0,3503.0,-3787.0,-2304.0,2.94,6119.0
2021,Orion Works,ENERGY,USD,63606.0,47550.0,16056.0,7425.0,8631.0,8378.0,2094.0,6284.0,99348.0,36646.0,57120.0,21912.0,42228.0,2589.0,27333.0,-1676.0,2589.0,7737.0,-2648.0,-824.0,6.63,12812.0
2022,Orion Works,ENERGY,USD,60145.0,48594.0,11551.0,4889.0,6662.0,6502.0,1626.0,4876.0,110850.0,38971.0,64346.0,22741.0,46504.0,1379.0,39631.0,2589.0,1379.0,6360.0,-5118.0,-2452.0,5.14,8901.0
2023,Orion Works,ENERGY,USD,57278.0,44411.0,12867.0,5209.0,7658.0,7352.0,1838.0,5514.0,122901.0,55112.0,71794.0,23841.0,51107.0,2066.0,33162.0,1379.0,2066.0,6949.0,-4721.0,-1541.0,5.82,9934.0
2016,Halcyon Group,IT,USD,60500.0,36473.0,24027.0,14846.0,9181.0,8971.0,2243.0,6728.0,63700.0,25119.0,37500.0,19024.0,26200.0,5033.0,27363.0,1550.0,5033.0,8589.0,-4177.0,-929.0,4.49,13613.0
2017,Halcyon Group,IT,USD,66032.0,39526.0,26506.0,13303.0,13203.0,12187.0,3047.0,9140.0,72382.0,31067.0,41183.0,21345.0,31199.0,11812.0,24306.0,5033.0,11812.0,12062.0,-2644.0,-2639.0,6.09,16524.0
2018,Halcyon Group,IT,USD,66191.0,39487.0,26704.0,13406.0,13298.0,12807.0,3202.0,9605.0,77645.0,22300.0,40439.0,21426.0,37206.0,13928.0,18315.0,11812.0,13928.0,11563.0,-5488.0,-3959.0,6.4,17631.0
2019,Halcyon Group,IT,USD,63781.0,40432.0,23349.0,12286.0,11063.0,10321.0,2580.0,7741.0,89975.0,36265.0,45288.0,17566.0,44687.0,16114.0,31213.0,13928.0,16114.0,10101.0,-5472.0,-2443.0,5.16,14690.0
2020,Halcyon Group,IT,USD,69630.0,43258.0,26372.0,15750.0,10622.0,9965.0,2491.0,7474.0,98931.0,28790.0,47213.0,18161.0,51718.0,20177.0,23677.0,16114.0,20177.0,8377.0,-3065.0,-1249.0,4.98,13540.0
2021,Halcyon Group,IT,USD,83279.0,54794.0,28485.0,19910.0,8575.0,8245.0,2061.0,6184.0,104442.0,29754.0,45934.0,18585.0,58508.0,19043.0,33806.0,20177.0,19043.0,5757.0,-3257.0,-3634.0,4.12,13800.0
2022,Halcyon Group,IT,USD,99006.0,63095.0,35911.0,19684.0,16227.0,14829.0,3707.0,11122.0,107326.0,43174.0,44175.0,21765.0,63151.0,23720.0,22219.0,19043.0,23720.0,12761.0,-4122.0,-3962.0,7.41,21642.0
2023,Halcyon Group,IT,USD,113226.0,69235.0,43991.0,27201.0,16790.0,15736.0,3934.0,11802.0,115559.0,37445.0,45171.0,21867.0,70388.0,28013.0,21587.0,23720.0,28013.0,11803.0,-3339.0,-4171.0,7.87,20667.0
2016,Vantage Labs,LOGISTICS,USD,88600.0,68360.0,20240.0,11522.0,8718.0,8258.0,2064.0,6194.0,41500.0,14983.0,36300.0,13730.0,5200.0,7428.0,25558.0,4300.0,7428.0,8285.0,-3462.0,-1695.0,2.19,13323.0
2017,Vantage Labs,LOGISTICS,USD,102575.0,74700.0,27875.0,12793.0,15082.0,14140.0,3535.0,10605.0,49433.0,20295.0,39484.0,12520.0,9949.0,13928.0,22154.0,7428.0,13928.0,12225.0,-3213.0,-2512.0,3.75,19761.0
2018,Vantage Labs,LOGISTICS,USD,123556.0,94256.0,29300.0,15620.0,13680.0,13174.0,3294.0,9880.0,57371.0,15948.0,38593.0,19904.0,18778.0,14906.0,23549.0,13928.0,14906.0,11851.0,-3788.0,-7085.0,3.49,20516.0
2019,Vantage Labs,LOGISTICS,USD,124539.0,89882.0,34657.0,19367.0,15290.0,14394.0,3598.0,10796.0,62858.0,19820.0,36306.0,11064.0,26552.0,15227.0,16377.0,14906.0,15227.0,11912.0,-6390.0,-5201.0,3.82,25156.0
2020,Vantage Labs,LOGISTICS,USD,138312.0,109040.0,29272.0,21201.0,8071.0,7754.0,1938.0,5816.0,72816.0,30728.0,37316.0,16033.0,35500.0,12710.0,25674.0,15227.0,12710.0,5129.0,-5720.0,-1926.0,2.06,17026.0
2021,Vantage Labs,LOGISTICS,USD,140545.0,106444.0,34101.0,19134.0,14967.0,13771.0,3443.0,10328.0,78221.0,28449.0,37159.0,18030.0,41062.0,8414.0,22741.0,12710.0,8414.0,10868.0,-7129.0,-8035.0,3.65,23408.0
2022,Vantage Labs,LOGISTICS,USD,135090.0,104616.0,30474.0,16339.0,14135.0,13685.0,3421.0,10264.0,82742.0,30188.0,35108.0,19150.0,47634.0,11248.0,20347.0,8414.0,11248.0,13733.0,-6313.0,-4586.0,3.63,22876.0
2023,Vantage Labs,LOGISTICS,USD,146939.0,116985.0,29954.0,18456.0,11498.0,10616.0,2654.0,7962.0,95682.0,28394.0,38972.0,14912.0,56710.0,3596.0,18109.0,11248.0,3596.0,7124.0,-9574.0,-5202.0,2.81,19422.0
2016,Pinnacle Systems,MANUFACTURING,USD,15100.0,10430.0,4670.0,2502.0,2168.0,2090.0,522.0,1568.0,33600.0,9870.0,29900.0,15322.0,3700.0,2420.0,16863.0,1800.0,2420.0,1678.0,-492.0,-566.0,0.83,3059.0
2017,Pinnacle Systems,MANUFACTURING,USD,14812.0,10231.0,4581.0,2155.0,2426.0,2276.0,569.0,1707.0,36737.0,11948.0,31552.0,16823.0,5185.0,3043.0,21565.0,2420.0,3043.0,2030.0,-1021.0,-386.0,0.9,3111.0
2018,Pinnacle Systems,MANUFACTURING,USD,16015.0,11573.0,4442.0,2387.0,2055.0,1901.0,475.0,1426.0,40515.0,16176.0,33986.0,14513.0,6529.0,3190.0,22019.0,3043.0,3190.0,1610.0,-612.0,-851.0,0.75,3209.0
2019,Pinnacle Systems,MANUFACTURING,USD,17124.0,12202.0,4922.0,3028.0,1894.0,1744.0,436.0,1308.0,40975.0,18232.0,33493.0,15866.0,7482.0,3870.0,24804.0,3190.0,3870.0,1586.0,-658.0,-248.0,0.69,2437.0
2020,Pinnacle Systems,MANUFACTURING,USD,17285.0,12074.0,5211.0,2728.0,2483.0,2293.0,573.0,1720.0,45720.0,13149.0,37175.0,16902.0,8545.0,3759.0,24106.0,3870.0,3759.0,1764.0,-1074.0,-801.0,0.91,3847.0
2021,Pinnacle Systems,MANUFACTURING,USD,19032.0,14140.0,4892.0,3551.0,1341.0,1308.0,327.0,981.0,50430.0,12679.0,40408.0,20594.0,10022.0,4140.0,25269.0,3759.0,4140.0,1297.0,-431.0,-485.0,0.52,2168.0
2022,Pinnacle Systems,MANUFACTURING,USD,21441.0,14789.0,6652.0,3324.0,3328.0,3158.0,790.0,2368.0,54385.0,16992.0,43530.0,13093.0,10855.0,5521.0,23393.0,4140.0,5521.0,2880.0,-485.0,-1014.0,1.25,4968.0
2023,Pinnacle Systems,MANUFACTURING,USD,21403.0,14771.0,6632.0,3835.0,2797.0,2725.0,681.0,2044.0,54703.0,15216.0,41903.0,16135.0,12800.0,5690.0,24886.0,5521.0,5690.0,2327.0,-1856.0,-302.0,1.08,4299.0
2016,Orion Labs,PHARMA,USD,8600.0,4580.0,4020.0,2631.0,1389.0,1353.0,338.0,1015.0,55200.0,22464.0,37700.0,13597.0,17500.0,8145.0,18332.0,7100.0,8145.0,1468.0,-182.0,-241.0,2.48,1736.0
2017,Orion Labs,PHARMA,USD,9667.0,4947.0,4720.0,2611.0,2109.0,2025.0,506.0,1519.0,59145.0,21491.0,40718.0,15906.0,18427.0,8620.0,18953.0,8145.0,8620.0,1611.0,-741.0,-395.0,3.7,2742.0
2018,Orion Labs,PHARMA,USD,10185.0,5980.0,4205.0,3156.0,1049.0,960.0,240.0,720.0,60316.0,18437.0,40668.0,21109.0,19648.0,8247.0,30191.0,8620.0,8247.0,838.0,-737.0,-474.0,1.76,1806.0
2019,Orion Labs,PHARMA,USD,10914.0,5671.0,5243.0,3143.0,2100.0,1939.0,485.0,1454.0,61818.0,20940.0,41471.0,13767.0,20347.0,9446.0,23342.0,8247.0,9446.0,1894.0,-392.0,-303.0,3.55,2610.0
2020,Orion Labs,PHARMA,USD,12563.0,6460.0,6103.0,3589.0,2514.0,2382.0,596.0,1786.0,64156.0,20707.0,42917.0,18009.0,21239.0,10458.0,21684.0,9446.0,10458.0,2433.0,-989.0,-432.0,4.36,3150.0
2021,Orion Labs,PHARMA,USD,13205.0,7594.0,5611.0,3447.0,2164.0,2085.0,521.0,1564.0,64149.0,28664.0,41631.0,14827.0,22518.0,10924.0,18993.0,10458.0,10924.0,1835.0,-596.0,-773.0,3.81,2894.0
2022,Orion Labs,PHARMA,USD,15895.0,8515.0,7380.0,4305.0,3075.0,2886.0,722.0,2164.0,66688.0,22695.0,43028.0,13992.0,23660.0,11589.0,26454.0,10924.0,11589.0,1922.0,-518.0,-739.0,5.28,3675.0
2023,Orion Labs,PHARMA,USD,19225.0,10944.0,8281.0,5152.0,3129.0,2896.0,724.0,2172.0,71860.0,20032.0,46675.0,18567.0,25185.0,13695.0,22484.0,11589.0,13695.0,3119.0,-588.0,-425.0,5.3,3825.0
2016,Thornhill Systems,RETAIL,USD,26200.0,19059.0,7141.0,5387.0,1754.0,1683.0,421.0,1262.0,55900.0,22292.0,27900.0,9148.0,28000.0,1863.0,18746.0,3150.0,1863.0,1579.0,-1845.0,-1021.0,0.46,2785.0
2017,Thornhill Systems,RETAIL,USD,26128.0,19340.0,6788.0,4808.0,1980.0,1936.0,484.0,1452.0,55535.0,21073.0,26530.0,13485.0,29005.0,135.0,13763.0,1863.0,135.0,1628.0,-1997.0,-1359.0,0.53,3118.0
2018,Thornhill Systems,RETAIL,USD,28024.0,20461.0,7563.0,5508.0,2055.0,2011.0,503.0,1508.0,59707.0,18403.0,29477.0,16166.0,30230.0,-382.0,18371.0,135.0,-382.0,1979.0,-1718.0,-778.0,0.55,3798.0
2019,Thornhill Systems,RETAIL,USD,31538.0,23420.0,8118.0,6319.0,1799.0,1697.0,424.0,1273.0,59339.0,19458.0,27690.0,14736.0,31649.0,-1211.0,17582.0,-382.0,-1211.0,1820.0,-933.0,-1716.0,0.47,3152.0
2020,Thornhill Systems,RETAIL,USD,33142.0,23733.0,9409.0,6122.0,3287.0,3076.0,769.0,2307.0,63756.0,16047.0,31178.0,13107.0,32578.0,-872.0,17298.0,-1211.0,-872.0,3139.0,-1164.0,-1636.0,0.84,4304.0
2021,Thornhill Systems,RETAIL,USD,40246.0,28197.0,12049.0,8017.0,4032.0,3722.0,930.0,2792.0,66841.0,22379.0,32843.0,15985.0,33998.0,374.0,20539.0,-872.0,374.0,3883.0,-1215.0,-1422.0,1.02,6298.0
2022,Thornhill Systems,RETAIL,USD,39305.0,29056.0,10249.0,8020.0,2229.0,2147.0,537.0,1610.0,68284.0,24423.0,32355.0,9771.0,35929.0,48.0,22042.0,374.0,48.0,1378.0,-990.0,-714.0,0.59,5234.0
2023,Thornhill Systems,RETAIL,USD,37370.0,28135.0,9235.0,7575.0,1660.0,1585.0,396.0,1189.0,73040.0,30606.0,35870.0,14907.0,37170.0,-2340.0,20315.0,48.0,-2340.0,1679.0,-1984.0,-2083.0,0.43,4206.0
2016,Halcyon Enterprises,BANKING,USD,36300.0,18068.0,18232.0,11440.0,6792.0,6631.0,1658.0,4973.0,10800.0,2999.0,2000.0,966.0,8800.0,9730.0,1326.0,7100.0,9730.0,6034.0,-2216.0,-1188.0,2.76,8210.0
2017,Halcyon Enterprises,BANKING,USD,40595.0,20500.0,20095.0,11890.0,8205.0,7563.0,1891.0,5672.0,14197.0,3745.0,1959.0,1029.0,12238.0,13883.0,1349.0,9730.0,13883.0,7787.0,-3224.0,-410.0,3.15,10259.0
2018,Halcyon Enterprises,BANKING,USD,43654.0,21019.0,22635.0,12552.0,10083.0,9802.0,2450.0,7352.0,18272.0,5081.0,2229.0,988.0,16043.0,21142.0,1202.0,13883.0,21142.0,10333.0,-1580.0,-1494.0,4.08,11902.0
2019,Halcyon Enterprises,BANKING,USD,43393.0,21905.0,21488.0,14636.0,6852.0,6286.0,1572.0,4714.0,24642.0,9219.0,2097.0,711.0,22545.0,21435.0,1062.0,21142.0,21435.0,4150.0,-1303.0,-2554.0,2.62,8538.0
2020,Halcyon Enterprises,BANKING,USD,43436.0,22513.0,20923.0,14655.0,6268.0,6062.0,1516.0,4546.0,27726.0,8449.0,2083.0,798.0,25643.0,20011.0,1505.0,21435.0,20011.0,4100.0,-3344.0,-2180.0,2.52,9279.0
2021,Halcyon Enterprises,BANKING,USD,52901.0,25182.0,27719.0,14983.0,12736.0,12138.0,3034.0,9104.0,31497.0,10766.0,2079.0,897.0,29418.0,24021.0,1191.0,20011.0,24021.0,9888.0,-3599.0,-2279.0,5.05,16534.0
2022,Halcyon Enterprises,BANKING,USD,60400.0,28961.0,31439.0,18798.0,12641.0,11943.0,2986.0,8957.0,40072.0,11243.0,2344.0,1186.0,37728.0,30000.0,1280.0,24021.0,30000.0,11384.0,-3115.0,-2290.0,4.97,15359.0
2023,Halcyon Enterprises,BANKING,USD,70558.0,35583.0,34975.0,21272.0,13703.0,12666.0,3166.0,9500.0,46710.0,20775.0,2615.0,959.0,44095.0,34957.0,1810.0,30000.0,34957.0,11747.0,-2960.0,-3830.0,5.27,17384.0
2016,Beacon Labs,ENERGY,USD,37600.0,29921.0,7679.0,4870.0,2809.0,2645.0,661.0,1984.0,67200.0,23029.0,27800.0,13910.0,39400.0,2832.0,12548.0,3550.0,2832.0,2834.0,-1575.0,-1977.0,0.83,5807.0
2017,Beacon Labs,ENERGY,USD,41629.0,34093.0,7536.0,4937.0,2599.0,2384.0,596.0,1788.0,68546.0,25200.0,27256.0,12453.0,41290.0,1834.0,15632.0,2832.0,1834.0,1780.0,-1428.0,-1350.0,0.75,5826.0
2018,Beacon Labs,ENERGY,USD,49859.0,38542.0,11317.0,5023.0,6294.0,5729.0,1432.0,4297.0,71081.0,18377.0,28650.0,9353.0,42431.0,2579.0,12924.0,1834.0,2579.0,4555.0,-2283.0,-1527.0,1.8,8175.0
2019,Beacon Labs,ENERGY,USD,52210.0,42204.0,10006.0,5935.0,4071.0,3771.0,943.0,2828.0,77080.0,25462.0,30437.0,14725.0,46643.0,356.0,16095.0,2579.0,356.0,3036.0,-4011.0,-1248.0,1.18,8013.0
2020,Beacon Labs,ENERGY,USD,62297.0,46700.0,15597.0,5732.0,9865.0,9116.0,2279.0,6837.0,78300.0,24793.0,29581.0,9878.0,48719.0,3258.0,17294.0,356.0,3258.0,7567.0,-3251.0,-1414.0,2.86,13762.0
2021,Beacon Labs,ENERGY,USD,74562.0,58349.0,16213.0,10388.0,5825.0,5487.0,1372.0,4115.0,85286.0,25991.0,31592.0,9873.0,53694.0,3283.0,21781.0,3258.0,3283.0,5927.0,-2332.0,-3570.0,1.72,8132.0
2022,Beacon Labs,ENERGY,USD,71274.0,55504.0,15770.0,9120.0,6650.0,6238.0,1560.0,4678.0,85982.0,37345.0,29383.0,12706.0,56599.0,1226.0,21364.0,3283.0,1226.0,5851.0,-3909.0,-3999.0,1.96,11702.0
2023,Beacon Labs,ENERGY,USD,76298.0,59855.0,16443.0,7206.0,9237.0,8416.0,2104.0,6312.0,89978.0,33198.0,28806.0,11407.0,61172.0,5862.0,16655.0,1226.0,5862.0,8684.0,-2183.0,-1865.0,2.64,12268.0
2016,Cobalt Industries,IT,USD,85400.0,50124.0,35276.0,17844.0,17432.0,16078.0,4020.0,12058.0,23000.0,9856.0,12300.0,4502.0,10700.0,12088.0,5876.0,5850.0,12088.0,10741.0,-2490.0,-2013.0,70.51,21203.0
2017,Cobalt Industries,IT,USD,97256.0,56547.0,40709.0,23455.0,17254.0,16362.0,4090.0,12272.0,33854.0,12106.0,12100.0,5088.0,21754.0,20953.0,6553.0,12088.0,20953.0,16965.0,-6378.0,-1722.0,71.77,20794.0
2018,Cobalt Industries,IT,USD,96903.0,59356.0,37547.0,19870.0,17677.0,17200.0,4300.0,12900.0,44332.0,14225.0,13279.0,4040.0,31053.0,29110.0,7338.0,20953.0,29110.0,14663.0,-4291.0,-2215.0,75.44,23862.0
2019,Cobalt Industries,IT,USD,96909.0,60331.0,36578.0,22014.0,14564.0,13684.0,3421.0,10263.0,53411.0,23262.0,13113.0,5971.0,40298.0,29646.0,9034.0,29110.0,29646.0,12748.0,-8701.0,-3511.0,60.02,19027.0
2020,Cobalt Industries,IT,USD,93391.0,58250.0,35141.0,19287.0,15854.0,15097.0,3774.0,11323.0,61492.0,19349.0,12362.0,5960.0,49130.0,34905.0,7470.0,29646.0,34905.0,14170.0,-5034.0,-3877.0,66.22,21903.0
2021,Cobalt Industries,IT,USD,99023.0,60710.0,38313.0,20677.0,17636.0,17166.0,4292.0,12874.0,68358.0,17889.0,12211.0,4041.0,56147.0,39495.0,6081.0,34905.0,39495.0,14442.0,-6915.0,-2937.0,75.29,22986.0
2022,Cobalt Industries,IT,USD,100642.0,63880.0,36762.0,20616.0,16146.0,15248.0,3812.0,11436.0,80242.0,28484.0,12245.0,6497.0,67997.0,43954.0,7648.0,39495.0,43954.0,13087.0,-3090.0,-5538.0,66.88,21419.0
2023,Cobalt Industries,IT,USD,107943.0,69229.0,38714.0,26312.0,12402.0,11613.0,2903.0,8710.0,88900.0,37650.0,12387.0,4141.0,76513.0,46838.0,7027.0,43954.0,46838.0,11440.0,-7323.0,-1233.0,50.94,18575.0
2016,Summit Holdings,LOGISTICS,USD,3600.0,2664.0,936.0,436.0,500.0,462.0,116.0,346.0,46300.0,18389.0,37800.0,13507.0,8500.0,1688.0,19897.0,1850.0,1688.0,363.0,-319.0,-206.0,0.71,715.0
2017,Summit Holdings,LOGISTICS,USD,3840.0,2882.0,958.0,552.0,406.0,378.0,94.0,284.0,50100.0,16150.0,41373.0,16111.0,8727.0,1699.0,30888.0,1688.0,1699.0,256.0,-124.0,-121.0,0.58,712.0
2018,Summit Holdings,LOGISTICS,USD,3647.0,2830.0,817.0,559.0,258.0,251.0,63.0,188.0,52720.0,17588.0,43744.0,13623.0,8976.0,1650.0,24272.0,1699.0,1650.0,182.0,-147.0,-84.0,0.39,504.0
2019,Summit Holdings,LOGISTICS,USD,4440.0,3207.0,1233.0,599.0,634.0,602.0,150.0,452.0,55202.0,21194.0,46089.0,24241.0,9113.0,1743.0,29667.0,1650.0,1743.0,520.0,-323.0,-104.0,0.93,962.0
2020,Summit Holdings,LOGISTICS,USD,4236.0,3123.0,1113.0,551.0,562.0,518.0,130.0,388.0,53319.0,15292.0,43829.0,17563.0,9490.0,1757.0,28254.0,1743.0,1757.0,397.0,-148.0,-235.0,0.8,767.0
2021,Summit Holdings,LOGISTICS,USD,4689.0,3749.0,940.0,793.0,147.0,137.0,34.0,103.0,50707.0,19731.0,40917.0,21187.0,9790.0,1393.0,20642.0,1757.0,1393.0,110.0,-365.0,-109.0,0.21,503.0
2022,Summit Holdings,LOGISTICS,USD,4740.0,3462.0,1278.0,585.0,693.0,673.0,168.0,505.0,54565.0,22459.0,44693.0,20530.0,9872.0,1449.0,24158.0,1393.0,1449.0,677.0,-360.0,-261.0,1.04,1062.0
2023,Summit Holdings,LOGISTICS,USD,4741.0,3507.0,1234.0,531.0,703.0,669.0,167.0,502.0,60411.0,15188.0,50136.0,19236.0,10275.0,1737.0,34515.0,1449.0,1737.0,609.0,-167.0,-154.0,1.03,912.0
2016,Northwind Partners,MANUFACTURING,USD,54900.0,39708.0,15192.0,9825.0,5367.0,5229.0,1307.0,3922.0,58100.0,15389.0,46400.0,15477.0,11700.0,5927.0,20991.0,4550.0,5927.0,5296.0,-2109.0,-1810.0,1.36,7604.0
2017,Northwind Partners,MANUFACTURING,USD,66478.0,47017.0,19461.0,10922.0,8539.0,7882.0,1970.0,5912.0,63455.0,22856.0,48143.0,21787.0,15312.0,5900.0,29280.0,5927.0,5900.0,6937.0,-5227.0,-1737.0,2.05,12085.0
2018,Northwind Partners,MANUFACTURING,USD,75640.0,56715.0,18925.0,10641.0,8284.0,7610.0,1902.0,5708.0,71583.0,20819.0,52030.0,25747.0,19553.0,5204.0,29306.0,5900.0,5204.0,6340.0,-3489.0,-3547.0,1.98,11631.0
